text,service,food,anecdotes/miscellaneous,price,ambience
as soon as i wake up on a saturday or sunday it is the first thing on my mind is when and how i will be getting to fried dumpling,0,0,1,0,0
the staff isnt the friendliest or most competent and i am stickler for service but everything else about this place makes up for it,1,0,1,0,0
my wife and i will usually only order one primi and one secondi and split them as they tend to offer large portions,0,1,1,0,0
this restaurant was way overhyped,0,0,1,0,0
ive overheard comments from him to his employees that should not have been delivered in the dining area and ive been sitting there while he lectured another customer,1,0,1,0,0
delicious crab cakes too,0,1,0,0,0
now at the top of our list del friscos steakhouse,0,0,1,0,0
i cannot imagine you not rushing out to eat there,0,0,1,0,0
this was the worst dining experience ive ever had,0,0,1,0,0
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna,1,0,0,0,0
just bring someone who speaks cantonese because waiter may not understand you,1,0,0,0,0
i thought i had died and gone to heaven,0,0,1,0,0
not someplace i would seek to try out but if i am in the area again i will certainly stop by,0,0,1,0,0
the bruschetta and paninis are so yummy,0,1,0,0,0
food was okay nothing great,0,1,0,0,0
every waitress and customer who passed by me bumped into my chair,0,0,1,0,0
i have been going there since it opened and i cant get enough,0,0,1,0,0
always popular always full always a wait,0,0,0,0,1
in fact you cant miss it,0,0,1,0,0
i recently tried suan and i thought that it was great,0,0,1,0,0
a little noise but i think that was because of our party,0,0,0,0,1
it is run by the same sichuan chef who started the chain in chinatown,0,0,1,0,0
get the feeling they settled into a groove a while ago,0,0,1,0,0
if the omakase is to showcase technique and variety serving almost 40 of items bbqed and a spicy tuna roll wrapped with notsofresh nori seems to be a rather limp performance,0,1,0,0,0
i cant wait for summer when they serve outside on their gigantic patio,0,0,0,0,1
best pastrami i ever had and great portion without being ridiculous,0,1,0,0,0
if you are someone who appreciates the same things but hope to have food to spare or share kai may not be the best option,0,1,0,0,0
go here for the drinks,0,1,0,0,0
i dont get it whats so special about prune ,0,0,1,0,0
id definitely recommend this little place,0,0,1,0,0
again if you are in this neighborhood  by all means come here,0,0,1,0,0
the first 2 courses were very good but the chocolate sampler was too rich for me and the dessert wine far too sweet,0,1,0,0,0
butter was melted white wine warm cheese oozing everywhere,0,1,0,0,0
we had a party in their private room and they made it truly memorable and were very helpful in the planning,1,0,0,0,0
do yourself a favor and walk the extra avenue from joes to eat here,0,0,1,0,0
it cannot be the ambience because the place is very cramped and some guests have to sit in an aisle,0,0,0,0,1
i have eaten at shabu tatsu at least 5 times and i always want to go back for more,0,0,1,0,0
we were disappointed with the prefixe menu of only 2 choices per course other restaurants offer 3 choices and ended up ordering a la carte,0,1,0,0,0
authentic pakistani food,0,1,0,0,0
the staff has always been friendly without seeming grating and the chef has greeted us on a couple of occasions,1,0,0,0,0
get it together,0,0,1,0,0
the eggplant parmesan is also great and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce,0,1,1,0,0
quality ingredients preparation all around and a very fair price for nyc,0,1,0,1,0
service was very good  prompt attentive and nonintrusive,1,0,0,0,0
my entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid and was unnecessarily heated with a burner,0,1,0,0,0
we began with the cheese fondue the artisanal blend and added apples and kielbasa to dip,0,1,0,0,0
in such a crappy part of town to find a good value for lunch this place is great,0,0,1,0,0
its not curry in a slurry crap and regular run of the mill food,0,1,0,0,0
in fact while leaving the place we saw two people looking at the menu and i couldnt help telling them that the food was horrible,0,1,1,0,0
even though the restaurant was packed we were seated promptly and even asked for a table upstairs with no problems,1,0,0,0,0
if you want americanized chinese food with your usual watery generic white sauce this is your place,0,1,1,0,0
the bread is the soft paratha bread unlike the plain bread they use in calcutta and the stuffing is tandoori styled and very flavorful,0,1,0,0,0
service is friendly prices are good  delivery time was a little slow but for the way this pizza tastes im willing to overlook it,1,1,0,1,0
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you dont like,0,1,0,1,0
the service is excellent the decor is great and the food is delicious and comes in large portions,1,1,0,0,1
a word to the wise  the hoboken health inspector clued me to his findings that this is the cleanest restaurant in town,0,0,1,0,1
an excellent service,1,0,0,0,0
the food however is what one might expect,0,1,0,0,0
i love their thai noodles with shrimp and chicken and coconut juice is the must,0,1,0,0,0
i must give it yon out of yon stars,0,0,1,0,0
the pizza was really good,0,1,0,0,0
the only possible drawback to this last point is that as of the date of this posting the additional menu items are only written in chinese,0,0,1,0,0
food is average and i would say even the chain restaurant baluchis tastes better,0,1,0,0,0
the place is small and cramped but the food is fantastic,0,1,0,0,1
the food is tasty and portion sizes are appropriate,0,1,0,0,0
a little crowded but they move that line really fast,1,0,0,0,1
enjoy,0,0,1,0,0
kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them,0,1,0,0,0
kudos to po,0,0,1,0,0
the entertainment was great they have shows that go on through out the dinner,0,0,0,0,1
my boyfriend and i were in ny for a few days and pastis was a place that came recommended,0,0,1,0,0
the food is so cheap and the waiters are nice,1,0,0,1,0
the food there is so good that even to order out the wait is incredible,1,1,0,0,0
the bartender on my most recent visit was so incredibly rude that i will never go back,1,0,0,0,0
their sushi kamikaze and other rolls are fresh and well presented,0,1,0,0,0
for authentic thai food look no further than toons,0,1,0,0,0
its true you feel like your in a scene from goodfellas,0,0,0,0,1
i read the other review and have to say i had the opposite experience here last sunday,0,0,1,0,0
the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners which is not good considering the bill was nearly 100,0,1,0,1,0
i choose to go with one of the special the braised lamb shank in red wine which was excellent,0,1,0,0,0
if anyones has doubt of not knowing enough about winesplease check their wine list,0,1,0,0,0
never again,0,0,1,0,0
the only concern i have is with the slighly allbusiness waitstaff who order and throw the food down rushing you out,1,0,0,0,0
have the iced tea,0,1,0,0,0
for park avenue i expected so much more,0,0,1,0,0
small servings for main entree i had salmon wasnt impressed girlfriend had chicken it was good,0,1,0,0,0
so rude,0,0,1,0,0
you can actually get 2 salads worth if u take it home and add it to some lettuce,0,1,0,0,0
the ambience is very romantic and definitely a good place to bring a date,0,0,0,0,1
they are fast,1,0,0,0,0
it is far more popular as a bar than as a restaurant with only a few tables and the waiter being the bartender but we greatly enjoyed the unobtrusive atmosphere,0,0,0,0,1
the food is very good for its price better than most fried dumplings ive had,0,1,0,1,0
there are much better places in ny with better prices,0,0,1,1,0
very neighborhoody very quick and sufficient,0,0,0,0,1
obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys,0,1,0,0,0
i ate here a week ago and found most dishes average at best and too expensive,0,1,0,1,0
everything is delicious though my gf and i come here once a week sometimes you will get addicted,0,1,1,0,0
and i could do without the cigar smoke,0,0,0,0,1
still try it once since if you end up loving the food it could be one of your best dining experiences,0,0,1,0,0
ive waited over one hour for food,1,0,0,0,0
other guests enjoyed pizza santa fe chopped salad and fish and chips,0,1,0,0,0
the ambience is very calm and quiet,0,0,0,0,1
both times i was extremely dissappointed by the service which was boarderline rude,1,0,0,0,0
great deal,0,0,1,0,0
stay away from the latter since you wont go for seconds hint hint,0,1,0,0,0
not only does make the best pizza in ny  maybe anywhere,0,1,0,0,0
the spicy tuna roll is huge and probably the best that ive had at this price range,0,1,0,1,0
price and quality of fish alone will keep us from making a return visit,0,1,0,1,0
our waiter and all of the people helping him were attentive and genuine,1,0,0,0,0
the place is a bistro which means simple dishes and wine served efficiently in a bustling atmosphere,1,1,0,0,1
this is one of the best comfort food places in the city,0,1,0,0,0
overall the ingredients and technique are there and i am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves,0,1,1,0,0
i had a huge pastrami sandwich on a roll,0,1,0,0,0
though you will undoubtedly be seated at a table with what seems like barely enough room no matter what the size of your party the warm atomosphere is worth the cramped quarters youll have fun and forgot about the tight spot youre in,0,0,0,0,1
the fish was not fresh and the rice tasted old and stale,0,1,0,0,0
